jsonl_line,Genomic_Location,editing_level_pct
0,chr7:43944351.0,2.54237288135593
1,chr7:43944338.0,12.6736111111111
2,chr7:43944330.0,13.136288998358
3,chr7:43944329.0,1.34003350083752
4,chr7:43944324.0,2.25694444444444
5,chr7:43944290.0,8.70967741935484
6,chr7:43944260.0,5.15463917525773
7,chr7:43944258.0,3.4833091436865
8,chr7:43944239.0,1.0590015128593
9,chr7:43944218.0,1.3215859030837
10,chr7:43944201.0,1.34932533733133
11,chr7:43944186.0,3.85185185185185
12,chr7:43944178.0,2.46376811594203
13,chr7:43944168.0,5.73065902578797
14,chr7:43944165.0,1.0752688172043
15,chr7:43942311.0,2.46753246753247
16,chr7:43942301.0,7.44525547445256
17,chr7:43942271.0,2.82317979197623
18,chr7:43942263.0,6.02409638554217
19,chr7:43942258.0,1.7478152309613
20,chr7:43942247.0,4.71142520612485
21,chr7:43942246.0,9.85401459854015
22,chr7:43942233.0,5.87570621468927
23,chr7:43942228.0,5.68828213879408
24,chr7:43942215.0,4.42678774120318
25,chr7:43942194.0,12.3641304347826
26,chr7:43942191.0,9.63364993215739
27,chr7:43942180.0,1.0958904109589
28,chr7:43942136.0,2.22772277227723
29,chr7:43942119.0,2.90178571428571
30,chr7:43942105.0,3.73831775700935
31,chr22:26523854.0,10.4712041884817
32,chr22:26523846.0,1.11731843575419
33,chr22:26523800.0,11.9815668202765
34,chr22:26523785.0,7.79220779220779
35,chr22:26523776.0,3.61990950226244
36,chr22:26523775.0,2.75229357798165
37,chr22:26523770.0,1.35746606334842
38,chr22:26523766.0,9.69162995594714
39,chr22:26523762.0,10.5485232067511
40,chr22:26523761.0,8.26446280991735
41,chr22:26523759.0,8.13008130081301
42,chr22:26523757.0,6.42570281124498
43,chr22:26523754.0,6.55737704918033
44,chr22:26523753.0,6.22406639004149
45,chr22:26523752.0,3.86266094420601
46,chr22:26523730.0,1.33333333333333
47,chr22:26523722.0,4.86725663716814
48,chr22:26523712.0,4.60829493087558
49,chr22:26523692.0,1.82926829268293
50,chr22:26523690.0,5.38922155688623
51,chr22:26523689.0,9.04255319148936
52,chr22:26523673.0,8.33333333333333
53,chr22:26523667.0,1.5
54,chr22:26523660.0,1.50753768844221
55,chr22:26523655.0,3.125
56,chr22:26523652.0,1.00502512562814
57,chr22:26523651.0,6.5989847715736
58,chr22:26523638.0,3.51758793969849
59,chr22:26523631.0,1.08108108108108
60,chr22:26523606.0,9.87654320987654
61,chr22:26522998.0,9.16030534351145
62,chr22:26522960.0,3.11418685121107
63,chr22:26522948.0,1.79856115107914
64,chr22:26522934.0,5.68720379146919
65,chr22:26522926.0,1.25
66,chr22:26522918.0,6.50406504065041
67,chr22:26522908.0,2.72727272727273
68,chr22:26522905.0,1.04166666666667
69,chr22:26522884.0,14.622641509434
70,chr22:26522873.0,8.71369294605809
71,chr22:26522872.0,2.4390243902439
72,chr22:26522858.0,2.28013029315961
73,chr22:26522844.0,1.81268882175227
74,chr22:26522835.0,4.74860335195531
75,chr22:26522834.0,9.52380952380952
76,chr22:26522820.0,3.66197183098592
77,chr22:26522813.0,1.82370820668693
78,chr13:45036672.0,1.47559591373439
79,chr13:45036673.0,6.04332953249715
80,chr13:45036680.0,1.42543859649123
81,chr13:45036682.0,11.1696522655427
82,chr13:45036688.0,10.9717868338558
83,chr13:45036694.0,5.4147465437788
84,chr13:45036697.0,1.65289256198347
85,chr13:45036705.0,1.37299771167048
86,chr13:45036711.0,9.62695547533093
87,chr13:45036715.0,8.61182519280206
88,chr13:45036735.0,14.3906020558003
89,chr13:45036738.0,1.35338345864662
90,chr13:45036744.0,12.0234604105572
91,chr13:45036749.0,2.18340611353712
92,chr13:45036750.0,14.6268656716418
93,chr13:45036758.0,2.05882352941176
94,chr13:45036766.0,9.87460815047022
95,chr13:45036780.0,2.7972027972028
96,chr13:45036790.0,1.43229166666667
97,chr13:45036792.0,1.05263157894737
98,chr13:45036793.0,7.60309278350515
99,chr13:45036797.0,4.09145607701564
100,chr13:45036799.0,1.82260024301337
101,chr13:45036804.0,2.54129606099111
102,chr13:45036829.0,3.93811533052039
103,chr13:45036841.0,5.89147286821705
104,chr13:45036845.0,4.40251572327044
105,chr13:45036865.0,2.45746691871456
106,chr13:45036876.0,13.030303030303
107,chr13:45036882.0,13.8421733505821
108,chr13:45036889.0,9.1753774680604
109,chr13:45036890.0,1.76991150442478
110,chr13:45036911.0,1.5495867768595
111,chr13:45036930.0,2.1780303030303
112,chr13:45036938.0,4.82897384305835
113,chr13:45036942.0,2.5414364640884
114,chr17:49834170.0,2.80373831775701
115,chr17:49834186.0,1.75438596491228
116,chr17:49834190.0,3.7914691943128
117,chr17:49834214.0,13.7777777777778
118,chr17:49834247.0,5.88235294117647
119,chr17:49834251.0,2.74509803921569
120,chr17:49834259.0,8.52017937219731
121,chr17:49834264.0,2.63157894736842
122,chr17:49834271.0,13.3928571428571
123,chr17:49834333.0,11.1111111111111
124,chr17:49834379.0,2.02702702702703
125,chr17:49834382.0,3.33333333333333
126,chr17:49834790.0,3.21285140562249
127,chr17:49834795.0,5.13833992094862
128,chr17:49834800.0,4.27350427350427
129,chr17:49834803.0,1.31578947368421
130,chr17:49834828.0,9.28270042194093
131,chr17:49834832.0,3.53982300884956
132,chr17:49834839.0,7.89473684210526
133,chr17:49834849.0,2.04081632653061
134,chr17:49834850.0,8.97959183673469
135,chr17:49834851.0,6.09756097560976
136,chr17:49834852.0,8.57142857142857
137,chr17:49834853.0,4.86725663716814
138,chr17:49834856.0,3.16205533596838
139,chr17:49834864.0,14.6551724137931
140,chr17:49834876.0,3.2258064516129
141,chr17:49834899.0,5.40540540540541
142,chr17:49834905.0,3.53982300884956
143,chr17:49834918.0,11.864406779661
144,chr17:49834932.0,3.43137254901961
145,chr17:49834936.0,2.67379679144385
146,chr17:49834937.0,2.60416666666667
147,chr17:49834953.0,1.69491525423729
148,chr2:127846265.0,4.13669064748201
149,chr2:127846245.0,2.40963855421687
150,chr2:127846221.0,4.10714285714286
151,chr2:127846213.0,1.47540983606557
152,chr2:127846205.0,5.8287795992714
153,chr2:127846190.0,1.89473684210526
154,chr2:127846189.0,2.30607966457023
155,chr2:127846170.0,13.1274131274131
156,chr2:127846165.0,4.47761194029851
157,chr2:127846144.0,14.5124716553288
158,chr2:127846143.0,11.5740740740741
159,chr2:127846128.0,2.28690228690229
160,chr2:127846124.0,6.87960687960688
161,chr2:127846117.0,4.03800475059382
162,chr2:127846114.0,1.23152709359606
163,chr2:127846104.0,1.95652173913043
164,chr2:127846088.0,12.7835051546392
165,chr2:127846083.0,9.01098901098901
166,chr2:127846081.0,1.47420147420147
167,chr2:127846068.0,2.02429149797571
168,chr2:127846059.0,9.13140311804009
169,chr2:127846037.0,9.72222222222222
170,chr2:127846010.0,6.44139387539599
171,chr2:127846009.0,10.8647450110865
172,chr2:127845997.0,10.2658111824015
173,chr2:127845669.0,1.98795180722892
174,chr2:127845647.0,2.27716330513988
175,chr2:127845646.0,1.657824933687
176,chr2:127845641.0,2.3071377072819
177,chr2:127845630.0,8.19423368740516
178,chr2:127845624.0,2.19579139981702
179,chr2:127845611.0,1.26126126126126
180,chr2:127845606.0,1.27591706539075
181,chr2:127845598.0,4.34782608695652
182,chr2:127845590.0,1.19047619047619
183,chr2:127845587.0,1.78147268408551
184,chr2:127845578.0,3.90189520624303
185,chr2:127845577.0,14.6532438478747
186,chr2:127845571.0,11.7647058823529
187,chr2:127845569.0,1.61476355247982
188,chr2:127845568.0,10.9941520467836
189,chr2:127845567.0,11.3665389527458
190,chr2:127845552.0,5.35390199637024
191,chr2:127845551.0,2.69784172661871
192,chr2:127845550.0,1.4519056261343
193,chr2:127845545.0,1.32325141776938
194,chr2:127845543.0,2.60115606936416
195,chr2:127845542.0,2.45821042281219
196,chr2:127845521.0,2.27817745803357
197,chr2:127845512.0,13.0165289256198
198,chr2:127845496.0,3.1496062992126
199,chr2:127845483.0,1.89944134078212
200,chr2:127845480.0,8.18181818181818
201,chr2:127845472.0,11.6895874263261
202,chr2:127845458.0,2.06971677559913
203,chr2:127845447.0,4.36991869918699
204,chr2:127845443.0,14.0747176368375
205,chr2:127845442.0,11.8760757314974
206,chr2:127845435.0,5.98214285714286
207,chr6:31858587.0,2.32558139534884
208,chr6:31858583.0,2.0979020979021
209,chr6:31858576.0,4.13793103448276
210,chr6:31858571.0,1.96078431372549
211,chr6:31858562.0,9.41176470588235
212,chr6:31858552.0,3.84615384615385
213,chr6:31858547.0,2.73224043715847
214,chr6:31858546.0,3.95480225988701
215,chr6:31858533.0,2.94117647058824
216,chr6:31858527.0,13.6363636363636
217,chr6:31858522.0,2.27272727272727
218,chr6:31858499.0,12.9032258064516
219,chr6:31858497.0,5.51181102362205
220,chr6:31858487.0,10.4761904761905
221,chr6:31858404.0,3.1496062992126
222,chr6:31858392.0,3.2258064516129
223,chr6:31858383.0,10.2702702702703
224,chr6:31858366.0,2.8
225,chr6:31858365.0,2.02429149797571
226,chr6:31858364.0,12.4
227,chr6:31858352.0,7.74907749077491
228,chr6:31858349.0,5.71428571428571
229,chr6:31858346.0,5.01792114695341
230,chr6:31858157.0,3.73333333333333
231,chr6:31858156.0,5.13513513513514
232,chr6:31858141.0,6.80272108843537
233,chr6:31858135.0,3.63036303630363
234,chr6:31858129.0,9.57854406130268
235,chr6:31858126.0,2.11864406779661
236,chr6:31858118.0,1.22950819672131
237,chr6:31858112.0,3.1496062992126
238,chr6:31858099.0,4.66321243523316
239,chr6:31858097.0,3.88349514563107
240,chr6:31858091.0,6.74846625766871
241,chr6:31858088.0,5.55555555555556
242,chr6:31858082.0,11.1111111111111
243,chr6:31858080.0,8.45070422535211
244,chr6:31858067.0,2.15827338129496
245,chr6:31858065.0,10.4166666666667
246,chr6:31858059.0,8.75912408759124
247,chr6:31858058.0,13.5714285714286
248,chr6:31858057.0,7.9136690647482
249,chr6:31858041.0,12.9496402877698
250,chr6:31858040.0,11.1888111888112
251,chr6:31858039.0,5.40540540540541
252,chr6:31858037.0,14.8387096774194
253,chr6:31858034.0,3.94736842105263
254,chr6:31858033.0,2.63157894736842
255,chr6:31858032.0,3.28947368421053
256,chr6:31858031.0,4.63576158940397
257,chr6:31858008.0,3.2258064516129
258,chr6:31857996.0,11.5207373271889
259,chr6:31857992.0,14.5454545454545
260,chr6:31857972.0,2.46913580246914
261,chr6:31857969.0,6.6079295154185
262,chr6:31857960.0,7.81893004115226
263,chr6:31857957.0,9.44206008583691
264,chr6:31857954.0,2.24215246636771
265,chr6:31857941.0,10.3448275862069
266,chr6:31857937.0,11.8721461187215
267,chr6:31857932.0,11.8421052631579
268,chr6:31857930.0,2.85714285714286
269,chr6:31857925.0,9.50570342205323
270,chr6:31857917.0,7.05882352941176
271,chr6:31857903.0,1.63934426229508
272,chr8:6403914.0,7.40740740740741
273,chr8:6403895.0,9.1743119266055
274,chr20:33705598.0,2.41545893719807
275,chr20:33705547.0,5.18731988472623
276,chr20:33705542.0,2.84900284900285
277,chr20:33705500.0,6.30252100840336
278,chr20:33705478.0,14.2857142857143
279,chr20:33705476.0,2.31481481481482
280,chr20:33705465.0,2.03045685279188
281,chr20:33705462.0,1.01010101010101
282,chr20:33705460.0,9.20245398773006
283,chr20:33705451.0,11.3924050632911
284,chr20:33705442.0,12.2448979591837
285,chr20:33705375.0,1.35135135135135
286,chr20:33705358.0,5.14705882352941
287,chr20:33705357.0,11.8881118881119
288,chr20:33705342.0,1.875
289,chr20:33705331.0,1.04895104895105
290,chr20:33705328.0,6.57439446366782
